iata,icao,name,location,latitude,longitude,website,city,country,country_iso,phone
NLD,MMNL,Quetzalcóatl International Airport,"Nuevo Laredo, Tamaulipas, Mexico",27.449276,-99.56896,,Nuevo Laredo,Mexico,MX,+52 867 718 1332
BRS,EGGD,Bristol Airport,"Bristol, England, United Kingdom",51.38363,-2.7135463,http://www.bristolairport.co.uk/,,United Kingdom,GB,+44 871 334 4444
NLE,,Jerry Tyler Memorial Airport (FAA: 3TR),"Niles, Michigan, United States",41.840687,-86.22575,"http://www.michigan.gov/aero/0,4533,7-145-61367_61379-277633--,00.html",Niles,United States,US,+1 269-684-7031
UNT,,Baltasound Airport,"Unst, Scotland, United Kingdom",60.189285,-1.2465222,http://www.shetland.gov.uk/transport/internal_air.asp,,United Kingdom,GB,+44 1595 840246
NLH,,Ninglang Luguhu Airport,"Ninglang, Yunnan, China",0.0,0.0,,,,,
AHU,GMTA,Cherif Al Idrissi Airport,"Al Hoceima, Morocco",0.0,0.0,,,,,
NLI,UHNN,Nikolayevsk-on-Amur Airport,"Nikolayevsk-on-Amur, Khabarovsk Krai, Russia",53.14998,140.66348,,,Russia,RU,
BRD,KBRD,Brainerd Lakes Regional Airport,"Brainerd, Minnesota, United States",46.393047,-94.141266,http://brainerdairport.com/,Brainerd,United States,US,+1 218-825-2166
BRE,EDDW,Bremen Airport,"Bremen, Bremen, Germany",53.04797,8.785873,http://www.airport-bremen.de/,Bremen,Germany,DE,+49 421 55950
BRM,SVBM,Jacinto Lara International Airport,"Barquisimeto, Venezuela",10.046086,-69.35981,http://aijl.baer.gob.ve/,Barquisimeto,Venezuela,VE,+58 251-7188379
NLK,YSNF,Norfolk Island Airport,"Norfolk Island, Australia",-29.035355,167.94319,http://www.airport.gov.nf/,Burnt Pine,Norfolk Island,NF,+672 3 22445
BRN,LSZB,Bern Airport,"Bern, Switzerland",46.912224,7.499167,http://www.flughafenbern.ch/,Belp,Switzerland,CH,+41 31 960 21 11
BRU,EBBR,Brussels Airport (Zaventem Airport),"Brussels, Belgium",50.900997,4.4855742,http://www.brusselsairport.be/,Zaventem,Belgium,BE,+32 2 753 77 53
NLN,,Kneeland Airport (FAA: O19),"Arcata / Eureka, California, United States",40.7193,-123.92755,,Kneeland,United States,US,+1 707-839-5401
BSD,ZPBS,Baoshan Yunduan Airport,"Baoshan, Yunnan, China",25.051563,99.165794,,Baoshan,China,CN,+86 875 223 2266
BSN,FEFS,Bossangoa Airport,"Bossangoa, Central African Republic",6.4923935,17.42887,,,Central African Republic,CF,
NLO,FZAB,N'Dolo Airport,"Kinshasa, Democratic Republic of the Congo",-4.327222,15.325833,,Kinshasa,Democratic Republic of the Congo,CD,+243 898 520 293
NLP,FANS,Nelspruit Airport,"Nelspruit, South Africa",-25.50065,30.913607,http://www.kmiairport.co.za/,Nelspruit,South Africa,ZA,+27 13 753 7500
NLT,ZWNL,Xinyuan Nalati Airport,"Xinyuan, Xinjiang, China",43.433056,83.38028,,Ili,China,CN,
GOC,AYGX,Gora Airport,"Gora, Papua New Guinea",0.0,0.0,,,,,
MJA,FMSJ,Manja Airport,"Manja, Madagascar",-21.426426,44.31715,,Manja,Madagascar,MG,
NLV,UKON,Mykolaiv International Airport,"Mykolaiv, Ukraine",47.05665,31.9181,http://airport-mk.com/,Balovne,Ukraine,UA,+380 512 475 503
NNR,EICA,Connemara Airport,"Spiddal, Ireland",53.232235,-9.4694195,http://www.aerarannislands.ie/,,Ireland,IE,+353 91 593 034
NNT,VTCN,Nan Nakhon Airport,"Nan, Thailand",18.802912,100.78496,https://taxi-service-1099.business.site/,เมือง,Thailand,TH,+66 89 263 1281
NNU,SNNU,Nanuque Airport,"Nanuque, Minas Gerais, Brazil",-17.823866,-40.32825,,,Brazil,BR,
NOC,EIKN,Ireland West Airport Knock,"Knock, Ireland",53.913795,-8.81122,http://www.irelandwestairport.com/,,Ireland,IE,+353 94 936 8100
NOK,SWXV,Nova Xavantina Airport,"Nova Xavantina, Mato Grosso, Brazil",-14.696853,-52.349033,,,Brazil,BR,
NOS,FMNN,Fascene Airport,"Nosy Be, Madagascar",-13.311881,48.314404,,,Madagascar,MG,
NOT,KDVO,Marin County Airport (Gnoss Field) (FAA: DVO),"Novato, California, United States",38.14185,-122.55686,http://www.gnossfield.org/,Novato,United States,US,+1 415-897-1754
NOU,NWWW,La Tontouta International Airport,"Nouméa, New Caledonia",-22.015373,166.21342,http://www.tontouta-aeroport.nc/,La Tontouta,New Caledonia,NC,+687 35.11.18
NOV,FNHU,Albano Machado Airport,"Huambo, Angola",-12.803149,15.749518,,Huambo,Angola,AO,+244 946 973 640
BLE,ESSD,Dala Airport (Borlänge Airport),"Borlänge, Sweden",60.429535,15.507836,http://www.dalaflyget.se/,,Sweden,SE,+46 243 645 00
NPH,,Nephi Municipal Airport (FAA: U14),"Nephi, Utah, United States",39.73829,-111.86701,https://www.nephi.utah.gov/148/J-Randy-McKnight-Nephi-Municipal-Airport,Nephi,United States,US,+1 435-623-0822
BSP,AYBH,Bensbach Airport,"Bensbach, Papua New Guinea",0.0,0.0,,,,,
NPL,NZNP,New Plymouth Airport,"New Plymouth, New Zealand",-39.009815,174.17888,http://nplairport.co.nz/,New Plymouth,New Zealand,NZ,+64 6-759 6060
NQY,EGDG,Newquay Airport,"Newquay, England, United Kingdom",50.44262,-5.0061073,http://www.cornwallairportnewquay.com/,,United Kingdom,GB,+44 1637 860600
BTA,FKKO,Bertoua Airport,"Bertoua, Cameroon",0.0,0.0,,,,,
VIR,FAVG,Virginia Airport,"Durban, South Africa",37.50658,-77.32081,http://www.flyrichmond.com/,Richmond,United States,US,+1 804-226-3000
NRA,YNAR,Narrandera Airport,"Narrandera, New South Wales, Australia",-34.70424,146.51207,http://www.narrandera.nsw.gov.au/cp_themes/default/home.asp,Narrandera,Australia,AU,
NSE,KNSE,NAS Whiting Field – North,"Milton, Florida, United States",30.714333,-87.01789,http://www.cnic.navy.mil/regions/cnrse/installations/nas_whiting_field.html,Milton,United States,US,+1 850-623-7177
NSH,OINN,Noshahr Airport,"Nowshahr, Iran",36.660187,51.46917,,Nowshahr,Iran,IR,+98 11 5232 3113
NSV,YNSH,Noosa Airport,"Noosaville, Queensland, Australia",-26.603842,153.08997,https://www.sunshinecoastairport.com.au/,Marcoola,Australia,AU,+61 1300 993 543
NSN,NZNS,Nelson Airport,"Nelson, New Zealand",-41.299698,173.2248,http://www.nelsonairport.co.nz/,Nelson,New Zealand,NZ,+64 3-547 3199
NTX,WION,Ranai Airport,"Natuna Islands, Indonesia",3.9057925,108.38804,,,Indonesia,ID,
BUD,LHBP,Budapest Ferenc Liszt International Airport,"Budapest, Hungary",47.438457,19.252296,http://www.bud.hu/,Budapest,Hungary,HU,+36 1 296 7000
NUA,,Gregory Lake Seaplane Base,"Nuwara Eliya, Sri Lanka",0.0,0.0,,,,,
NSY,LICZ,Naval Air Station Sigonella,"Catania, Sicily, Italy",37.408962,14.911271,,Lentini,Italy,IT,
BUF,KBUF,Buffalo Niagara International Airport,"Buffalo, New York, United States",42.939705,-78.72951,http://buffaloairport.com/,Buffalo,United States,US,+1 716-630-6000
NTB,ENNO,"Notodden Airport, Tuven","Notodden, Norway",59.565563,9.218413,http://www.notodden-flyplass.no/,,Norway,NO,+47 35 02 60 70
RUP,VERU,Rupsi Airport,"Rupsi, Assam, India",0.0,0.0,,,,,
RVN,EFRO,Rovaniemi Airport,"Rovaniemi, Finland",66.5631,25.830078,http://www.finavia.fi/lentoasemat/lentoasema_rovaniemi,Rovaniemi,Finland,FI,+358 20 7086506
RVT,YNRV,Ravensthorpe Airport,"Ravensthorpe, Western Australia, Australia",-33.79683,120.209435,http://www.ravensthorpe.wa.gov.au/explore/getting-in-around/airport.aspx,Hopetoun,Australia,AU,
RVY,SURV,Pres. Gral. Óscar D. Gestido International Airport,"Rivera, Uruguay",-30.974445,-55.476665,,Rivera,Uruguay,UY,+598 4622 4921
RZE,EPRZ,Rzeszów–Jasionka Airport,"Rzeszów, Poland",50.114826,22.024597,http://www.rzeszowairport.pl/,Jasionka,Poland,PL,+48 17 852 00 81
RZR,OINR,Ramsar International Airport,"Ramsar, Iran",36.904915,50.682606,http://ramsar.airport.ir/,Ramsar,Iran,IR,+98 11 5522 6377
DEC,KDEC,Decatur Airport,"Decatur, Illinois, United States",39.834724,-88.866394,http://www.decatur-parks.org/airport-home-page/,Decatur,United States,US,+1 217-428-2423
DED,VIDN,Jolly Grant Airport,"Dehradun, Uttarakhand, India",30.194925,78.19205,https://www.aai.aero/en/airports/dehradun,Dehradun,India,IN,+91 135 241 2052
DEE,UHSM,Yuzhno-Kurilsk Mendeleyevo Airport,"Yuzhno-Kurilsk, Sakhalin Oblast, Russia",0.0,0.0,,,,,
KPM,AYAQ,Kompiam Airport,"Kompiam, Papua New Guinea",0.0,0.0,,,,,
YPN,CYPN,Port-Menier Airport,"Port-Menier, Quebec, Canada",49.836575,-64.29117,,Port-Menier,Canada,CA,+1 418-535-0327
DEH,KDEH,Decorah Municipal Airport,"Decorah, Iowa, United States",43.275677,-91.73642,,Decorah,United States,US,+1 563-382-8338
DEL,VIDP,Indira Gandhi International Airport,"Delhi, India",28.556162,77.09996,http://www.newdelhiairport.in/,New Delhi,India,IN,+91 124 337 6000
YPY,CYPY,Fort Chipewyan Airport,"Fort Chipewyan, Alberta, Canada",58.76766,-111.116936,,Fort Chipewyan,Canada,CA,
DEN,KDEN,Denver International Airport,"Denver, Colorado, United States",39.8561,-104.67374,http://www.flydenver.com/,Denver,United States,US,+1 303-342-2000
DER,AYDE,Derim Airport,"Derim, Papua New Guinea",0.0,0.0,,,,,
DET,KDET,Coleman A. Young International Airport,"Detroit, Michigan, United States",0.0,0.0,,,,,
DEZ,OSDZ,Deir ez-Zor Airport,"Deir ez-Zor, Syria",35.285114,40.176243,,,Syria,SY,
DFI,KDFI,Defiance Memorial Airport,"Defiance, Ohio, United States",41.3375,-84.42889,,Defiance,United States,US,+1 419-658-4444
DFW,KDFW,Dallas/Fort Worth International Airport,"Dallas / Fort Worth, Texas, United States",32.89981,-97.04034,http://www.dfwairport.com/,DFW Airport,United States,US,+1 972-973-3112
DGN,KNDY,Naval Surface Warfare Center Dahlgren Division (FAA: NDY),"Dahlgren, Virginia, United States",38.326836,-77.03744,http://www.navsea.navy.mil/Home/WarfareCenters/NSWCDahlgren.aspx,Dahlgren,United States,US,+1 540-653-8152
DGO,MMDO,General Guadalupe Victoria International Airport,"Durango, Durango, Mexico",24.126003,-104.5339,https://www.oma.aero/es/pasajeros/durango,Durango,Mexico,MX,+52 618 118 7012
DGP,EVDA,Daugavpils International Airport,"Daugavpils, Latvia",55.944946,26.667326,,Lociki,Latvia,LV,
DGU,DFOD,Dédougou Airport,"Dédougou, Burkina Faso",0.0,0.0,,,,,
DGW,KDGW,Converse County Airport,"Douglas, Wyoming, United States",42.79465,-105.384186,,Douglas,United States,US,+1 307-358-4924
DHA,OEDR,King Abdulaziz Air Base,"Dhahran, Saudi Arabia",0.0,0.0,,,,,
DHI,VNDH,Dhangadhi Airport,"Dhangadhi, Nepal",28.755316,80.58257,http://www.caanepal.org.np/,Attariya,Nepal,NP,+977 91-575219
BLO,BIBL,Blönduós Airport,"Blönduós, Iceland",65.64908,-20.287558,,,Iceland,IS,+354 452 4205
DHL,ODAL,Dhala Airport,"Dhala, Yemen",0.0,0.0,,,,,
MKB,FOOE,Mékambo Airport,"Mékambo, Gabon",1.0062702,13.962936,,,Gabon,GA,
RZS,OPSW,Sawan Airport,"Sawan, Pakistan",26.966324,68.880104,,,Pakistan,PK,
SAA,KSAA,Shively Field,"Saratoga, Wyoming, United States",41.44486,-106.823524,http://saratogajetcenter.com/,Saratoga,United States,US,+1 307-326-8344
SAG,,Shirdi Airport,"Shirdi, Maharashtra, India",19.689978,74.37544,https://madc.maharashtra.gov.in/,Kakadi,India,IN,+91 22 4921 2121
SAT,KSAT,San Antonio International Airport,"San Antonio, Texas, United States",29.531197,-98.468346,http://www.sanantonio-airport.com/,San Antonio,United States,US,+1 210-207-3433
SAW,LTFJ,Sabiha Gökçen International Airport,"Istanbul, Turkey",40.905373,29.31686,http://www.sabihagokcen.aero/homepage,,Turkey,TR,+90 216 588 88 88
BOY,DFOO,Bobo Dioulasso Airport,"Bobo-Dioulasso, Burkina Faso",11.160496,-4.329764,,Bobo-Dioulasso,Burkina Faso,BF,+226 20 97 00 70
SBA,KSBA,Santa Barbara Municipal Airport,"Santa Barbara, California, United States",34.427193,-119.83988,http://www.flysba.com/,Santa Barbara,United States,US,+1 805-683-4011
SCF,KSDL,Scottsdale Airport (FAA: SDL),"Phoenix / Scottsdale, Arizona, United States",33.647293,-111.89705,https://www.faa.gov/about/office_org/field_offices/fsdo/sdl/,Scottsdale,United States,US,+1 480-419-0111
SCN,EDDR,Saarbrücken Airport,"Saarbrücken, Saarland, Germany",49.216484,7.1116257,http://www.flughafen-saarbruecken.de/,Saarbrücken,Germany,DE,+49 6893 830
SCQ,LEST,Santiago de Compostela Airport,"Santiago de Compostela, Galicia, Spain",42.896717,-8.416198,http://www.aena.es/es/aeropuerto-santiago/index.html,Santiago de Compostela,Spain,ES,+34 913 21 10 00
SCS,EGPM,Scatsta Airport,"Shetland Islands, Scotland, United Kingdom",60.43631,-1.2941219,,,United Kingdom,GB,+44 1806 244310
SCT,OYSQ,Socotra Airport,"Socotra, Yemen",12.463421,53.82374,,,Yemen,YE,
SCU,MUCU,Antonio Maceo International Airport,"Santiago de Cuba, Cuba",19.97,-75.835556,http://www.cubana.cu/,Santiago de Cuba,Cuba,CU,
SCV,LRSV,Suceava International Airport (Ștefan cel Mare Int'l),"Suceava, Romania",47.6868,26.352686,http://www.aeroportsuceava.ro/,Orașul Salcea,Romania,RO,+40 230 529 999
YXT,CYXT,Northwest Regional Airport,"Terrace, British Columbia, Canada",33.04966,-97.23226,http://www.fly52f.org/,Roanoke,United States,US,+1 682-237-9039
DHM,VIGG,Gaggal Airport,"Kangra, Himachal Pradesh, India",32.165157,76.26255,,Gaggal,India,IN,+91 189 223 2374
SDL,ESNN,Sundsvall-Timrå Airport (Midlanda Airport),"Sundsvall / Härnösand, Sweden",62.528316,17.445328,http://www.sdlairport.se/,,Sweden,SE,+46 60 658 39 00
DHN,KDHN,Dothan Regional Airport,"Dothan, Alabama, United States",31.321655,-85.45243,http://www.flydothan.com/,Midland City,United States,US,+1 334-983-8100
SDQ,MDSD,Las Américas International Airport,"Santo Domingo, Dominican Republic",18.431953,-69.6721,http://www.aerodom.com/app/do/frontpage.aspx,Santo Domingo,Dominican Republic,DO,+1 809-947-2225
YTB,,Hartley Bay Water Aerodrome (TC: CAY4),"Hartley Bay, British Columbia, Canada",0.0,0.0,,,,,
DHT,KDHT,Dalhart Municipal Airport,"Dalhart, Texas, United States",36.020798,-102.54988,https://www.airnav.com/airport/KDHT/LARSEN,Dalhart,United States,US,+1 806-244-5521
DIB,VEMN,Dibrugarh Airport (Mohanbari Airport),"Dibrugarh, Assam, India",27.485765,95.01594,,Dibrugarh,India,IN,+91 373 238 2096
DIE,FMNA,Arrachart Airport,"Antsiranana, Madagascar",-12.351111,49.294167,,Antisiranana,Madagascar,MG,
YWY,CYWY,Wrigley Airport,"Wrigley, Northwest Territories, Canada",63.210953,-123.44007,,Wrigley,Canada,CA,
YXJ,CYXJ,Fort St. John Airport (North Peace Airport),"Fort St. John, British Columbia, Canada",56.245636,-120.735146,http://www.fsjairport.com/,Fort Saint John,Canada,CA,+1 250-787-0426
DIG,ZPDQ,Diqing Shangri-La Airport,"Shangri-La, Yunnan, China",27.793146,99.68186,http://www.ynairport.com/,Diqing Zangzuzizhizhou,China,CN,+86 887 822 9916
DIJ,LFSD,Dijon Air Base,"Dijon, Burgundy, France",47.272694,5.0861135,http://www.dijon.aeroport.fr/,Ouges,France,FR,+33 3 80 67 67 67
DIK,KDIK,Dickinson Theodore Roosevelt Regional Airport,"Dickinson, North Dakota, United States",46.801666,-102.792885,http://www.dickinsonairport.com/,Dickinson,United States,US,+1 701-483-1062
DIL,WPDL,Presidente Nicolau Lobato International Airport,"Dili, East Timor",-8.54956,125.52487,,Díli,Timor-Leste,TL,+92 302 4015555
DIM,DIDK,Dimbokro Airport,"Dimbokro, Ivory Coast",0.0,0.0,,,,,
DIN,VVDB,Dien Bien Phu Airport,"Dien Bien Phu, Vietnam",21.400822,103.00595,http://dienbienairport.vn/,Thành phố Điện Biên Phủ,Vietnam,VN,+84 215 3824 411
DIQ,SNDV,Divinópolis Airport (Brigadeiro Cabral Airport),"Divinópolis, Minas Gerais, Brazil",-20.175137,-44.87465,,,Brazil,BR,
DIS,FCPL,Dolisie Airport,"Dolisie, Republic of the Congo",-4.2066555,12.660199,,Dolisie,Republic of the Congo,CG,
DIU,,Diu Airport,"Diu, Daman and Diu, India",20.71332,70.925,,Diu,India,IN,
DIV,DIDV,Divo Airport,"Divo, Ivory Coast",0.0,0.0,,,,,
DIY,LTCC,Diyarbakır Airport,"Diyarbakır, Turkey",37.894848,40.1995,http://www.diyarbakir.dhmi.gov.tr/,,Turkey,TR,+90 412 233 27 19
DJB,WIPA,Sultan Thaha Airport,"Jambi, Indonesia",-1.6324292,103.64325,http://www.sultanthaha-airport.co.id/,,Indonesia,ID,+62 741 572344
DKK,KDKK,Chautauqua County/Dunkirk Airport,"Dunkirk, New York, United States",42.49269,-79.27849,http://www.dkkav.com/,Dunkirk,United States,US,+1 716-366-6938
DKS,UODD,Dikson Airport,"Dikson, Krasnoyarsk Krai, Russia",73.51772,80.37545,,,Russia,RU,
DMB,UADD,Taraz Airport (Jambyl Airport),"Taraz, Kazakhstan",42.866356,71.29338,http://dmb.aero/,Taraz,Kazakhstan,KZ,+7 726 254 2600
DME,UUDD,Domodedovo International Airport,"Moscow, Russia",55.410305,37.90245,http://www.domodedovo.ru/,,Russia,RU,+7 495 933-66-66
DMK,VTBD,Don Mueang International Airport,"Bangkok, Thailand",13.91326,100.6042,http://donmueangairportthai.com/th,,Thailand,TH,+66 2 535 1111
ZFD,CZFD,Fond-du-Lac Airport,"Fond-du-Lac, Saskatchewan, Canada",59.335125,-107.18445,,Fond-du-Lac,Canada,CA,+1 306-953-3263
ZEL,CBBC,Bella Bella (Campbell Island) Airport,"Bella Bella, British Columbia, Canada",52.18117,-128.15463,http://www.heiltsukdevelopment.com/,,Canada,CA,
BMK,EDWR,Borkum Airfield,"Borkum, Lower Saxony, Germany",53.595795,6.711302,http://www.stadtwerke-borkum.de/,Borkum,Germany,DE,+49 4922 3848
SDR,LEXJ,Santander Airport,"Santander, Cantabria, Spain",43.42632,-3.821053,http://www.aena.es/es/aeropuerto-santander/index.html,Maliaño,Spain,ES,+34 913 21 10 00
BMM,FOOB,Bitam Airport,"Bitam, Gabon",2.0789185,11.490356,,Bitam,Gabon,GA,+241 06 14 13 02
ZGS,,La Romaine Airport (TC: CTT5),"La Romaine, Quebec, Canada",50.259724,-60.679443,,,Canada,CA,
SDU,SBRJ,Santos Dumont Airport,"Rio de Janeiro, Rio de Janeiro, Brazil",-22.911144,-43.164875,http://www4.infraero.gov.br/aeroportos/aeroporto-do-rio-de-janeiro-santos-dumont/,,Brazil,BR,+55 21 3814-7070
BOZ,FEGZ,Bozoum Airport,"Bozoum, Central African Republic",6.341356,16.322466,,,Central African Republic,CF,
SEA,KSEA,Seattle–Tacoma International Airport,"Seattle, Washington, United States",47.45025,-122.308815,http://www.portseattle.org/Sea-Tac,Seattle,United States,US,+1 206-787-5388
YZX,CYZX,CFB Greenwood,"Greenwood, Nova Scotia, Canada",44.978336,-64.92149,http://www.rcaf-arc.forces.gc.ca/en/14-wing/index.page,Greenwood,Canada,CA,+1 902-765-1494 ext. 5374
SEK,UESK,Srednekolymsk Airport,"Srednekolymsk, Yakutia, Russia",0.0,0.0,,,,,
SEN,EGMC,London Southend Airport,"London / Southend, England, United Kingdom",51.570034,0.6939053,http://www.southendairport.com/,Essex,United Kingdom,GB,+44 1702 538500
SEV,,Severodonetsk Airport,"Severodonetsk, Ukraine",48.90232,38.5406,,,Ukraine,UA,
SIU,MNSI,Siuna Airport,"Siuna, Nicaragua",13.72849,-84.777245,,Siuna,Nicaragua,NI,
SJY,EFSI,Seinäjoki Airport,"Seinäjoki, Finland",62.690495,22.83583,http://www.seinajoenlentoasema.fi/,Pojanluoma,Finland,FI,+358 6 4219611
SKB,TKPK,Robert L. Bradshaw International Airport,"Saint Kitts, Saint Kitts and Nevis",17.311506,-62.718426,,Basseterre,Saint Kitts and Nevis,KN,+1 869-465-8121
SKD,UTSS,Samarkand International Airport,"Samarkand, Uzbekistan",39.69633,66.99087,,Samarkand,Uzbekistan,UZ,+998 66 232 36 41
SKE,ENSN,"Skien Airport, Geiteryggen","Skien, Norway",59.184654,9.567133,http://www.skienlufthavn.no/,,Norway,NO,+47 35 58 36 50
RED,KRVL,Mifflin County Airport (FAA: RVL),"Reedsville / Lewistown, Pennsylvania, United States",40.677284,-77.626175,http://mifflincountyairport.com/,Reedsville,United States,US,+1 717-667-6829
JQA,BGUQ,Qaarsut Airport (Uummannaq/Qaarsut Airport),"Qaarsut, Greenland",70.73369,-52.69487,,,Greenland,GL,+299 95 76 99
DJJ,WAJJ,Sentani Airport,"Jayapura, Indonesia",-2.5748985,140.51498,,,Indonesia,ID,+62 967 591107
DJO,DIDL,Daloa Airport,"Daloa, Ivory Coast",6.79281,-6.47319,,,Côte d'Ivoire,CI,+225 07 45 11 68
ZAC,CZAC,York Landing Airport,"York Landing, Manitoba, Canada",56.087597,-96.099174,http://www.yfki.ca/,,Canada,CA,+1 204-341-2236
DKR,GOOY,Léopold Sédar Senghor International Airport,"Dakar, Senegal",14.744207,-17.491457,http://www.aeroport-dakar.com/,Dakar,Senegal,SN,+221 33 869 50 50
SON,NVSS,Santo-Pekoa International Airport,"Luganville, Vanuatu",-15.505412,167.21968,http://www.airports.vu/,Luganville,Vanuatu,VU,+678 712 0166
DLB,,Dalbertis Airport,"Dalbertis, Papua New Guinea",0.0,0.0,,,,,
RMI,LIPR,Federico Fellini International Airport,"Rimini, Emilia-Romagna, Italy",44.020145,12.611991,http://www.riminiairport.com/,"Miramare, Rimini",Italy,IT,+39 0541 379800
RMQ,RCMQ,Taichung Airport (Taichung Ching Chuan Kang Airport),"Taichung, Taiwan",24.263996,120.623856,https://www.tca.gov.tw/cht/index.php?,,Taiwan,TW,+886 4 2615 5000
RNE,LFLO,Roanne Renaison Airport,"Roanne, Rhône-Alpes, France",46.052727,4.004058,http://www.skydiveroanne.fr/,Saint-Léger-sur-Roanne,France,FR,+33 6 51 95 99 70
DLE,LFGJ,Dole–Jura Airport,"Dole, Franche-Comté, France",47.04369,5.424575,http://www.aeroportdolejura.com/,Tavaux,France,FR,+33 3 84 72 04 26
DLF,KDLF,Laughlin Air Force Base,"Del Rio, Texas, United States",29.356558,-100.78308,,Laughlin Air Force Base,United States,US,
DLH,KDLH,Duluth International Airport,"Duluth, Minnesota, United States",46.84211,-92.18754,http://www.duluthairport.com/,Duluth,United States,US,+1 218-727-2968
RNG,,Rangely Airport (FAA: 4V0),"Rangely, Colorado, United States",40.089497,-108.768036,,Rangely,United States,US,+1 970-675-2316
RNN,EKRN,Bornholm Airport,"Rønne, Denmark",55.062874,14.761109,http://www.bornholms-lufthavn.dk/,Rønne,Denmark,DK,+45 56 95 26 26
RNO,KRNO,Reno–Tahoe International Airport,"Reno, Nevada, United States",39.49959,-119.7681,http://www.renoairport.com/,Reno,United States,US,+1 775-328-6400
DLI,VVDL,Lien Khuong Airport,"Da Lat, Vietnam",11.750342,108.36818,http://lienkhuongairport.vn/,,Vietnam,VN,+84 263 3843 373
SCE,KUNV,University Park Airport (FAA: UNV),"State College, Pennsylvania, United States",40.849987,-77.84869,http://www.universityparkairport.com/,State College,United States,US,+1 814-865-5511
